City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Accident ID,State Name
"Lucknow",2022,"January","Sunday",1899-12-30 13:40:00.000,"Serious",2,"Pedestrian",3,0,"Hazy","Urban Road","Damaged","Dawn","Signs",62,59,"Male","Expired","No","Bridge",1184,"Uttar Pradesh"
"Visakhapatnam",2020,"November","Monday",1899-12-30 07:13:00.000,"Serious",2,"Car",9,0,"Stormy","Village Road","Under Construction","Dark","None",104,37,"Female","Expired","No","Intersection",1251,"Andhra Pradesh"
"Mangalore",2022,"May","Saturday",1899-12-30 21:05:00.000,"Serious",4,"Auto-Rickshaw",2,3,"Foggy","Urban Road","Under Construction","Dawn","Signals",98,21,"Female","Expired","Yes","Curve",1261,"Karnataka"
"Durgapur",2018,"February","Sunday",1899-12-30 08:14:00.000,"Fatal",5,"Truck",6,0,"Hazy","National Highway","Wet","Daylight","Police Checkpost",81,25,"Male","Expired","Yes","Straight Road",1271,"West Bengal"
"Siliguri",2021,"June","Saturday",1899-12-30 11:09:00.000,"Serious",2,"Cycle",4,4,"Foggy","State Highway","Dry","Dawn","Signs",89,31,"Male","Expired","Yes","Straight Road",1289,"West Bengal"
"Nagpur",2022,"July","Monday",1899-12-30 22:51:00.000,"Serious",2,"Truck",10,2,"Clear","State Highway","Under Construction","Dawn","Police Checkpost",90,39,"Female","Expired","Yes","Bridge",1291,"Maharashtra"
"Nagpur",2022,"December","Sunday",1899-12-30 22:36:00.000,"Serious",5,"Two-Wheeler",1,3,"Foggy","State Highway","Wet","Dawn","None",68,33,"Male","Expired","No","Intersection",1317,"Maharashtra"
"Vadodara",2021,"June","Friday",1899-12-30 02:27:00.000,"Minor",5,"Bus",2,3,"Clear","National Highway","Dry","Dusk","None",118,35,"Female","Expired","No","Bridge",1340,"Gujarat"
"Rohini",2023,"March","Tuesday",1899-12-30 09:02:00.000,"Minor",2,"Truck",7,5,"Foggy","Urban Road","Wet","Daylight","Police Checkpost",40,32,"Female","Expired","Yes","Intersection",1353,"Delhi"
"Ahmedabad",2019,"July","Wednesday",1899-12-30 07:25:00.000,"Minor",3,"Bus",10,0,"Rainy","National Highway","Wet","Daylight","Police Checkpost",35,68,"Male","Expired","No","Intersection",1376,"Gujarat"
"Siliguri",2023,"November","Thursday",1899-12-30 18:19:00.000,"Serious",5,"Car",7,4,"Hazy","National Highway","Damaged","Dawn","None",70,49,"Male","Expired","Yes","Curve",1384,"West Bengal"
"Coimbatore",2020,"April","Sunday",1899-12-30 10:19:00.000,"Fatal",2,"Auto-Rickshaw",1,5,"Rainy","Village Road","Dry","Dawn","Signals",73,51,"Male","Expired","No","Bridge",1395,"Tamil Nadu"
"Dwarka",2019,"August","Tuesday",1899-12-30 22:40:00.000,"Serious",5,"Auto-Rickshaw",10,2,"Clear","Village Road","Wet","Dusk","Signals",97,60,"Male","Expired","Yes","Curve",1397,"Delhi"
"Mysore",2021,"May","Friday",1899-12-30 10:18:00.000,"Minor",5,"Cycle",5,3,"Clear","Urban Road","Dry","Dark","Police Checkpost",53,47,"Female","Expired","Yes","Intersection",1399,"Karnataka"
"Jaipur",2020,"June","Thursday",1899-12-30 03:25:00.000,"Fatal",4,"Truck",0,4,"Stormy","State Highway","Wet","Daylight","Signs",43,22,"Male","Expired","Yes","Straight Road",1412,"Rajasthan"
"Jodhpur",2019,"August","Friday",1899-12-30 07:39:00.000,"Fatal",2,"Car",5,2,"Clear","State Highway","Dry","Daylight","Signs",67,47,"Male","Expired","No","Straight Road",1415,"Rajasthan"
"Tirupati",2022,"March","Sunday",1899-12-30 05:09:00.000,"Fatal",4,"Auto-Rickshaw",4,5,"Hazy","National Highway","Under Construction","Daylight","None",92,49,"Female","Expired","No","Straight Road",1451,"Andhra Pradesh"
"Vijayawada",2020,"December","Tuesday",1899-12-30 06:33:00.000,"Minor",4,"Bus",8,1,"Stormy","State Highway","Under Construction","Daylight","None",115,44,"Female","Expired","No","Straight Road",1472,"Andhra Pradesh"
"Ahmedabad",2018,"November","Thursday",1899-12-30 13:07:00.000,"Minor",4,"Two-Wheeler",0,2,"Hazy","Urban Road","Dry","Dawn","None",107,57,"Female","Expired","No","Straight Road",1474,"Gujarat"
"Jaipur",2023,"December","Saturday",1899-12-30 05:53:00.000,"Fatal",4,"Pedestrian",5,1,"Hazy","National Highway","Under Construction","Dark","Signals",41,56,"Female","Expired","No","Bridge",1493,"Rajasthan"
"Rohini",2021,"December","Wednesday",1899-12-30 05:47:00.000,"Serious",5,"Two-Wheeler",8,0,"Foggy","Village Road","Damaged","Dusk","None",103,31,"Female","Expired","Yes","Intersection",1496,"Delhi"
"Mumbai",2023,"October","Tuesday",1899-12-30 21:37:00.000,"Minor",2,"Auto-Rickshaw",7,1,"Stormy","Village Road","Dry","Dark","Signs",32,19,"Female","Expired","No","Intersection",1501,"Maharashtra"
"Varanasi",2018,"September","Sunday",1899-12-30 19:32:00.000,"Minor",3,"Cycle",1,5,"Stormy","Village Road","Dry","Dusk","Signs",109,36,"Male","Expired","Yes","Curve",1502,"Uttar Pradesh"
"Vadodara",2019,"October","Saturday",1899-12-30 14:16:00.000,"Minor",4,"Car",5,0,"Rainy","State Highway","Under Construction","Daylight","Signals",33,63,"Male","Expired","Yes","Straight Road",1528,"Gujarat"
"Jodhpur",2018,"December","Thursday",1899-12-30 12:21:00.000,"Minor",2,"Car",7,3,"Hazy","State Highway","Dry","Dark","Signals",43,44,"Female","Expired","No","Straight Road",1530,"Rajasthan"
"Coimbatore",2022,"April","Sunday",1899-12-30 07:32:00.000,"Serious",4,"Bus",1,4,"Hazy","Urban Road","Under Construction","Dark","Signs",34,43,"Male","Expired","Yes","Intersection",1563,"Tamil Nadu"
"New Delhi",2022,"March","Tuesday",1899-12-30 23:47:00.000,"Minor",4,"Pedestrian",2,0,"Stormy","Urban Road","Dry","Dusk","None",45,66,"Male","Expired","Yes","Straight Road",1620,"Delhi"
"Tirupati",2020,"March","Sunday",1899-12-30 06:45:00.000,"Serious",4,"Truck",5,2,"Hazy","National Highway","Wet","Daylight","Signals",88,21,"Male","Expired","No","Straight Road",1625,"Andhra Pradesh"
"New Delhi",2023,"July","Tuesday",1899-12-30 09:22:00.000,"Fatal",4,"Cycle",4,1,"Foggy","State Highway","Wet","Daylight","Signs",100,33,"Male","Expired","Yes","Straight Road",1641,"Delhi"
"Pune",2018,"July","Saturday",1899-12-30 08:57:00.000,"Minor",3,"Car",10,4,"Stormy","National Highway","Damaged","Dawn","Signals",42,54,"Female","Expired","No","Bridge",1663,"Maharashtra"
"Siliguri",2018,"December","Sunday",1899-12-30 19:34:00.000,"Minor",5,"Auto-Rickshaw",5,0,"Hazy","Urban Road","Dry","Dark","None",106,24,"Male","Expired","Yes","Bridge",1674,"West Bengal"
"Nagpur",2023,"March","Tuesday",1899-12-30 11:29:00.000,"Fatal",2,"Bus",4,3,"Stormy","State Highway","Under Construction","Daylight","Signs",30,22,"Male","Expired","Yes","Curve",1691,"Maharashtra"
"Siliguri",2021,"April","Friday",1899-12-30 04:04:00.000,"Serious",2,"Two-Wheeler",2,2,"Clear","Urban Road","Dry","Dark","None",36,26,"Male","Expired","No","Curve",1695,"West Bengal"
"Kanpur",2020,"March","Friday",1899-12-30 12:31:00.000,"Minor",5,"Cycle",0,2,"Foggy","Village Road","Damaged","Dusk","Signals",108,33,"Male","Expired","Yes","Straight Road",1704,"Uttar Pradesh"
"Madurai",2021,"May","Wednesday",1899-12-30 21:47:00.000,"Minor",4,"Bus",4,1,"Clear","National Highway","Damaged","Dawn","Signals",40,70,"Female","Expired","No","Intersection",1708,"Tamil Nadu"
"Bangalore",2021,"March","Wednesday",1899-12-30 03:38:00.000,"Minor",3,"Car",7,4,"Rainy","Village Road","Damaged","Dusk","Police Checkpost",86,48,"Male","Expired","Yes","Bridge",1746,"Karnataka"
"Mumbai",2023,"April","Sunday",1899-12-30 08:15:00.000,"Fatal",5,"Two-Wheeler",8,5,"Stormy","Village Road","Damaged","Dark","Signals",105,20,"Female","Expired","Yes","Curve",1778,"Maharashtra"
"Mysore",2022,"June","Friday",1899-12-30 21:24:00.000,"Minor",5,"Cycle",7,0,"Stormy","National Highway","Damaged","Dusk","Signals",53,21,"Male","Expired","Yes","Straight Road",1784,"Karnataka"
"Vadodara",2018,"March","Friday",1899-12-30 13:47:00.000,"Serious",5,"Two-Wheeler",3,2,"Stormy","Village Road","Dry","Dark","None",45,46,"Female","Expired","No","Curve",1798,"Gujarat"
"Pune",2020,"October","Thursday",1899-12-30 20:01:00.000,"Fatal",2,"Auto-Rickshaw",8,5,"Rainy","Urban Road","Under Construction","Dawn","Police Checkpost",45,53,"Male","Expired","No","Intersection",1802,"Maharashtra"
"Ahmedabad",2019,"January","Monday",1899-12-30 22:17:00.000,"Minor",3,"Truck",7,5,"Stormy","National Highway","Damaged","Dawn","None",104,23,"Male","Expired","Yes","Bridge",1818,"Gujarat"
"Siliguri",2021,"April","Thursday",1899-12-30 22:58:00.000,"Serious",2,"Pedestrian",6,2,"Rainy","National Highway","Under Construction","Dark","Signs",94,48,"Female","Expired","No","Bridge",1820,"West Bengal"
"Bangalore",2019,"July","Tuesday",1899-12-30 05:40:00.000,"Minor",5,"Truck",5,0,"Clear","Village Road","Damaged","Dark","Signs",52,36,"Male","Expired","Yes","Straight Road",1824,"Karnataka"
"Jodhpur",2019,"December","Sunday",1899-12-30 14:13:00.000,"Fatal",2,"Auto-Rickshaw",7,1,"Hazy","National Highway","Damaged","Dusk","Signs",51,36,"Female","Expired","Yes","Curve",1842,"Rajasthan"
"Kanpur",2018,"June","Monday",1899-12-30 05:40:00.000,"Fatal",4,"Bus",1,0,"Foggy","Village Road","Wet","Dark","Signs",32,58,"Male","Expired","No","Intersection",1845,"Uttar Pradesh"
"Mysore",2021,"October","Saturday",1899-12-30 11:32:00.000,"Minor",3,"Car",1,3,"Foggy","State Highway","Wet","Dusk","Police Checkpost",57,60,"Female","Expired","Yes","Straight Road",1858,"Karnataka"
"Vadodara",2021,"October","Thursday",1899-12-30 18:39:00.000,"Fatal",3,"Bus",2,0,"Foggy","Urban Road","Dry","Daylight","Police Checkpost",57,60,"Male","Expired","Yes","Curve",1862,"Gujarat"
"Mumbai",2019,"January","Friday",1899-12-30 14:28:00.000,"Minor",3,"Car",4,0,"Rainy","Village Road","Wet","Dusk","Signals",39,23,"Female","Expired","No","Intersection",1863,"Maharashtra"
"Siliguri",2018,"April","Wednesday",1899-12-30 20:59:00.000,"Serious",4,"Cycle",10,1,"Foggy","State Highway","Damaged","Dawn","Signals",37,35,"Female","Expired","No","Curve",1889,"West Bengal"
"Vijayawada",2022,"December","Friday",1899-12-30 06:30:00.000,"Serious",2,"Bus",8,4,"Rainy","National Highway","Dry","Dusk","Signals",59,56,"Male","Expired","No","Curve",1923,"Andhra Pradesh"
"Bangalore",2023,"March","Tuesday",1899-12-30 14:07:00.000,"Fatal",3,"Car",4,0,"Hazy","National Highway","Under Construction","Dusk","Signals",42,30,"Male","Expired","Yes","Curve",1933,"Karnataka"
"Kanpur",2022,"November","Friday",1899-12-30 12:08:00.000,"Fatal",2,"Truck",3,5,"Clear","State Highway","Damaged","Daylight","Police Checkpost",73,54,"Female","Expired","Yes","Curve",1986,"Uttar Pradesh"
"Coimbatore",2023,"January","Monday",1899-12-30 09:47:00.000,"Fatal",5,"Car",7,5,"Clear","Village Road","Under Construction","Dusk","Police Checkpost",44,21,"Female","Expired","No","Intersection",1993,"Tamil Nadu"
"Visakhapatnam",2023,"September","Tuesday",1899-12-30 20:07:00.000,"Fatal",3,"Car",2,1,"Stormy","National Highway","Wet","Dusk","Signs",91,38,"Female","Expired","No","Bridge",2007,"Andhra Pradesh"
"Lucknow",2021,"December","Thursday",1899-12-30 06:25:00.000,"Fatal",3,"Pedestrian",7,2,"Foggy","State Highway","Wet","Dark","Police Checkpost",51,49,"Male","Expired","Yes","Straight Road",2019,"Uttar Pradesh"
"Chennai",2019,"May","Friday",1899-12-30 06:32:00.000,"Serious",5,"Bus",9,4,"Stormy","Urban Road","Damaged","Daylight","Signals",55,39,"Male","Expired","No","Straight Road",2030,"Tamil Nadu"
"Vijayawada",2018,"December","Thursday",1899-12-30 18:18:00.000,"Serious",5,"Cycle",3,2,"Stormy","Village Road","Damaged","Dawn","Police Checkpost",58,33,"Male","Expired","No","Curve",2046,"Andhra Pradesh"
"Jodhpur",2022,"June","Thursday",1899-12-30 07:52:00.000,"Minor",5,"Bus",8,5,"Clear","State Highway","Wet","Dawn","Signals",112,23,"Female","Expired","Yes","Straight Road",2057,"Rajasthan"
"Udaipur",2020,"January","Thursday",1899-12-30 08:27:00.000,"Serious",2,"Two-Wheeler",3,2,"Rainy","National Highway","Under Construction","Dawn","None",67,29,"Female","Expired","Yes","Straight Road",2064,"Rajasthan"
"Chennai",2022,"November","Thursday",1899-12-30 10:22:00.000,"Serious",5,"Pedestrian",2,4,"Stormy","Village Road","Dry","Daylight","Signals",74,44,"Female","Expired","No","Bridge",2073,"Tamil Nadu"
"Mangalore",2023,"July","Thursday",1899-12-30 10:57:00.000,"Minor",5,"Auto-Rickshaw",9,3,"Hazy","Village Road","Under Construction","Dawn","None",91,29,"Female","Expired","No","Bridge",2091,"Karnataka"
"New Delhi",2021,"February","Monday",1899-12-30 13:20:00.000,"Serious",2,"Truck",0,3,"Clear","Village Road","Wet","Dawn","Police Checkpost",72,63,"Female","Expired","No","Curve",2097,"Delhi"
"Mumbai",2020,"October","Thursday",1899-12-30 08:28:00.000,"Fatal",3,"Truck",1,3,"Rainy","National Highway","Dry","Daylight","Signals",63,59,"Female","Expired","No","Intersection",2102,"Maharashtra"
"Kanpur",2021,"May","Wednesday",1899-12-30 09:39:00.000,"Fatal",4,"Truck",3,5,"Clear","Village Road","Wet","Dark","Police Checkpost",109,43,"Female","Expired","No","Intersection",2123,"Uttar Pradesh"
"Siliguri",2023,"January","Thursday",1899-12-30 07:57:00.000,"Fatal",4,"Pedestrian",2,4,"Foggy","National Highway","Under Construction","Dusk","Signals",88,23,"Male","Expired","Yes","Bridge",2145,"West Bengal"
"Durgapur",2023,"September","Friday",1899-12-30 09:42:00.000,"Minor",4,"Auto-Rickshaw",10,4,"Hazy","Urban Road","Dry","Dark","Police Checkpost",77,32,"Female","Expired","Yes","Curve",2147,"West Bengal"
"Siliguri",2019,"April","Sunday",1899-12-30 03:12:00.000,"Minor",2,"Bus",10,1,"Foggy","National Highway","Under Construction","Dusk","None",55,20,"Male","Expired","Yes","Bridge",2194,"West Bengal"
"Jodhpur",2020,"November","Thursday",1899-12-30 05:17:00.000,"Serious",5,"Auto-Rickshaw",6,1,"Stormy","Village Road","Under Construction","Daylight","Police Checkpost",50,35,"Male","Expired","No","Curve",2212,"Rajasthan"
"Lucknow",2021,"December","Saturday",1899-12-30 05:26:00.000,"Serious",2,"Bus",9,3,"Hazy","State Highway","Damaged","Dusk","Police Checkpost",75,52,"Female","Expired","No","Curve",2234,"Uttar Pradesh"
"Coimbatore",2019,"January","Friday",1899-12-30 05:49:00.000,"Serious",3,"Cycle",10,1,"Foggy","Village Road","Under Construction","Dark","None",112,62,"Male","Expired","Yes","Intersection",2287,"Tamil Nadu"
"Coimbatore",2020,"July","Tuesday",1899-12-30 11:50:00.000,"Fatal",2,"Two-Wheeler",5,1,"Stormy","State Highway","Dry","Dawn","Signals",46,18,"Female","Expired","Yes","Bridge",2296,"Tamil Nadu"
"Mumbai",2019,"October","Thursday",1899-12-30 19:01:00.000,"Serious",2,"Cycle",3,5,"Stormy","Urban Road","Under Construction","Dark","Signals",41,35,"Female","Expired","No","Bridge",2317,"Maharashtra"
"Mumbai",2018,"April","Friday",1899-12-30 17:55:00.000,"Fatal",5,"Truck",1,2,"Stormy","National Highway","Dry","Dark","Signals",85,31,"Female","Expired","No","Curve",2329,"Maharashtra"
"Madurai",2018,"May","Wednesday",1899-12-30 11:22:00.000,"Minor",3,"Cycle",5,0,"Foggy","National Highway","Dry","Dawn","Signs",79,43,"Male","Expired","Yes","Straight Road",2336,"Tamil Nadu"
"Coimbatore",2021,"September","Tuesday",1899-12-30 05:17:00.000,"Minor",3,"Two-Wheeler",6,2,"Rainy","Urban Road","Wet","Dusk","None",72,32,"Female","Expired","Yes","Bridge",2354,"Tamil Nadu"
"Jodhpur",2023,"September","Monday",1899-12-30 03:43:00.000,"Fatal",5,"Bus",9,3,"Foggy","Urban Road","Dry","Daylight","Signals",42,19,"Male","Expired","Yes","Straight Road",2396,"Rajasthan"
"Lucknow",2021,"December","Sunday",1899-12-30 14:14:00.000,"Minor",4,"Two-Wheeler",1,1,"Stormy","National Highway","Wet","Dusk","Signals",79,57,"Female","Expired","No","Straight Road",2416,"Uttar Pradesh"
"Vijayawada",2019,"December","Thursday",1899-12-30 19:40:00.000,"Fatal",4,"Truck",2,1,"Stormy","Urban Road","Damaged","Dark","Signals",105,60,"Male","Expired","No","Curve",2417,"Andhra Pradesh"
"Mumbai",2021,"December","Monday",1899-12-30 21:47:00.000,"Serious",3,"Two-Wheeler",10,1,"Rainy","Urban Road","Wet","Dark","Police Checkpost",100,70,"Male","Expired","Yes","Curve",2422,"Maharashtra"
"Varanasi",2020,"October","Saturday",1899-12-30 12:43:00.000,"Minor",3,"Truck",5,0,"Foggy","State Highway","Under Construction","Dark","Police Checkpost",105,49,"Male","Expired","No","Intersection",2425,"Uttar Pradesh"
"Visakhapatnam",2022,"October","Friday",1899-12-30 05:05:00.000,"Minor",4,"Auto-Rickshaw",1,5,"Rainy","National Highway","Under Construction","Dusk","Signs",33,26,"Male","Expired","Yes","Bridge",2427,"Andhra Pradesh"
"Durgapur",2020,"February","Tuesday",1899-12-30 10:34:00.000,"Fatal",2,"Truck",5,1,"Rainy","National Highway","Wet","Dawn","Police Checkpost",108,68,"Male","Expired","Yes","Bridge",2432,"West Bengal"
"Tirupati",2023,"July","Sunday",1899-12-30 16:34:00.000,"Serious",3,"Truck",10,3,"Hazy","State Highway","Dry","Dark","Signals",40,27,"Male","Expired","Yes","Curve",2438,"Andhra Pradesh"
"Mysore",2023,"June","Friday",1899-12-30 04:36:00.000,"Fatal",4,"Two-Wheeler",6,2,"Clear","Urban Road","Damaged","Dusk","Signs",113,37,"Female","Expired","Yes","Intersection",2446,"Karnataka"
"Lucknow",2019,"February","Monday",1899-12-30 21:20:00.000,"Minor",5,"Pedestrian",3,4,"Stormy","Village Road","Damaged","Dusk","Police Checkpost",65,21,"Female","Expired","Yes","Intersection",2456,"Uttar Pradesh"
"Udaipur",2023,"July","Friday",1899-12-30 11:38:00.000,"Minor",3,"Car",0,4,"Clear","State Highway","Dry","Dark","Signals",32,25,"Male","Expired","Yes","Straight Road",2458,"Rajasthan"
"Jaipur",2022,"February","Friday",1899-12-30 21:55:00.000,"Fatal",3,"Truck",4,4,"Hazy","Village Road","Wet","Dusk","Signals",39,39,"Female","Expired","No","Curve",2466,"Rajasthan"
"Mumbai",2019,"July","Tuesday",1899-12-30 12:22:00.000,"Serious",2,"Bus",10,5,"Hazy","State Highway","Dry","Daylight","Signs",111,60,"Female","Expired","No","Bridge",2473,"Maharashtra"
"New Delhi",2022,"December","Friday",1899-12-30 10:59:00.000,"Serious",2,"Two-Wheeler",6,0,"Stormy","State Highway","Wet","Dark","Signals",43,37,"Female","Expired","Yes","Curve",2476,"Delhi"
"Kolkata",2023,"July","Wednesday",1899-12-30 17:55:00.000,"Fatal",4,"Cycle",2,1,"Hazy","Urban Road","Wet","Dusk","Signals",86,20,"Female","Expired","Yes","Curve",2480,"West Bengal"
"Surat",2021,"January","Friday",1899-12-30 07:24:00.000,"Serious",2,"Auto-Rickshaw",4,5,"Rainy","State Highway","Wet","Dusk","Signs",94,48,"Female","Expired","Yes","Curve",2503,"Gujarat"
"Jodhpur",2020,"December","Monday",1899-12-30 01:15:00.000,"Minor",5,"Two-Wheeler",2,4,"Clear","State Highway","Under Construction","Dusk","Signs",74,26,"Male","Expired","No","Curve",2511,"Rajasthan"
"Kanpur",2022,"February","Sunday",1899-12-30 23:41:00.000,"Serious",4,"Truck",3,4,"Foggy","Village Road","Damaged","Dawn","Police Checkpost",35,44,"Female","Expired","Yes","Curve",2513,"Uttar Pradesh"
"Lucknow",2020,"November","Wednesday",1899-12-30 18:31:00.000,"Minor",4,"Auto-Rickshaw",1,0,"Rainy","State Highway","Dry","Daylight","Police Checkpost",77,19,"Male","Expired","Yes","Intersection",2519,"Uttar Pradesh"
"Chennai",2023,"August","Sunday",1899-12-30 02:37:00.000,"Fatal",5,"Car",9,0,"Foggy","Urban Road","Dry","Dawn","Signals",64,66,"Female","Expired","No","Bridge",2530,"Tamil Nadu"
"New Delhi",2021,"April","Wednesday",1899-12-30 01:16:00.000,"Fatal",4,"Two-Wheeler",7,4,"Clear","National Highway","Under Construction","Dawn","None",119,56,"Male","Expired","Yes","Curve",2558,"Delhi"
"Chennai",2022,"June","Saturday",1899-12-30 19:22:00.000,"Serious",4,"Pedestrian",2,0,"Foggy","State Highway","Dry","Daylight","Signs",119,62,"Female","Expired","No","Intersection",2571,"Tamil Nadu"
"Dwarka",2018,"April","Wednesday",1899-12-30 06:02:00.000,"Serious",3,"Cycle",3,0,"Stormy","Village Road","Wet","Daylight","Signs",61,63,"Female","Expired","Yes","Straight Road",2575,"Delhi"
"Jodhpur",2022,"November","Sunday",1899-12-30 00:51:00.000,"Serious",4,"Pedestrian",1,2,"Clear","Village Road","Under Construction","Dusk","Police Checkpost",115,64,"Female","Expired","Yes","Straight Road",2597,"Rajasthan"
"Bangalore",2023,"December","Saturday",1899-12-30 15:23:00.000,"Minor",4,"Pedestrian",2,1,"Foggy","Urban Road","Damaged","Daylight","Police Checkpost",69,70,"Female","Expired","No","Bridge",2598,"Karnataka"
"Ahmedabad",2022,"November","Friday",1899-12-30 19:57:00.000,"Serious",3,"Two-Wheeler",7,3,"Hazy","State Highway","Under Construction","Dusk","Police Checkpost",107,27,"Female","Expired","Yes","Straight Road",2602,"Gujarat"
"Vadodara",2018,"February","Monday",1899-12-30 10:59:00.000,"Serious",3,"Two-Wheeler",5,1,"Clear","State Highway","Dry","Daylight","Police Checkpost",87,23,"Male","Expired","Yes","Curve",2662,"Gujarat"
"Lucknow",2022,"September","Thursday",1899-12-30 20:23:00.000,"Minor",3,"Two-Wheeler",8,3,"Rainy","State Highway","Damaged","Dawn","Signals",114,29,"Female","Expired","Yes","Bridge",2672,"Uttar Pradesh"
"Kanpur",2018,"November","Sunday",1899-12-30 18:21:00.000,"Serious",2,"Two-Wheeler",9,2,"Foggy","Village Road","Dry","Dawn","None",107,58,"Male","Expired","Yes","Curve",2680,"Uttar Pradesh"
"Coimbatore",2022,"May","Saturday",1899-12-30 13:58:00.000,"Fatal",3,"Car",8,4,"Clear","State Highway","Dry","Dark","Signs",109,37,"Male","Expired","No","Bridge",2686,"Tamil Nadu"
"Jaipur",2022,"April","Sunday",1899-12-30 19:34:00.000,"Minor",3,"Truck",6,5,"Clear","State Highway","Dry","Dark","Signs",42,39,"Female","Expired","No","Curve",2732,"Rajasthan"
"Kolkata",2021,"November","Saturday",1899-12-30 03:04:00.000,"Minor",2,"Two-Wheeler",3,5,"Stormy","National Highway","Dry","Dawn","Signals",103,70,"Female","Expired","No","Curve",2734,"West Bengal"
"Mysore",2022,"October","Thursday",1899-12-30 22:34:00.000,"Fatal",2,"Cycle",0,1,"Clear","Urban Road","Under Construction","Dawn","Police Checkpost",119,32,"Male","Expired","No","Straight Road",2754,"Karnataka"
"Varanasi",2019,"October","Tuesday",1899-12-30 19:45:00.000,"Minor",3,"Auto-Rickshaw",6,3,"Stormy","National Highway","Wet","Dusk","Signals",70,69,"Female","Expired","Yes","Bridge",2819,"Uttar Pradesh"
"Durgapur",2023,"May","Tuesday",1899-12-30 06:17:00.000,"Minor",5,"Car",1,1,"Hazy","State Highway","Damaged","Dawn","None",70,60,"Male","Expired","Yes","Intersection",2834,"West Bengal"
"Mysore",2018,"July","Tuesday",1899-12-30 02:11:00.000,"Minor",4,"Pedestrian",8,3,"Rainy","Urban Road","Wet","Dusk","Police Checkpost",47,48,"Female","Expired","Yes","Curve",2841,"Karnataka"
"Lucknow",2020,"June","Friday",1899-12-30 21:11:00.000,"Serious",2,"Cycle",4,0,"Clear","State Highway","Damaged","Daylight","None",51,39,"Male","Expired","No","Bridge",2845,"Uttar Pradesh"
"Dwarka",2018,"April","Saturday",1899-12-30 10:52:00.000,"Serious",3,"Cycle",6,4,"Rainy","National Highway","Damaged","Dark","Police Checkpost",81,18,"Female","Expired","Yes","Bridge",2863,"Delhi"
"Vadodara",2019,"August","Wednesday",1899-12-30 19:09:00.000,"Fatal",3,"Auto-Rickshaw",7,1,"Clear","National Highway","Wet","Daylight","Police Checkpost",82,53,"Male","Expired","Yes","Intersection",2877,"Gujarat"
"Durgapur",2021,"February","Saturday",1899-12-30 02:03:00.000,"Fatal",5,"Car",8,0,"Clear","National Highway","Wet","Daylight","None",119,43,"Male","Expired","No","Bridge",2898,"West Bengal"
"Vadodara",2022,"August","Saturday",1899-12-30 06:07:00.000,"Minor",4,"Car",5,3,"Clear","State Highway","Under Construction","Daylight","Police Checkpost",114,30,"Male","Expired","No","Intersection",2899,"Gujarat"
"Jodhpur",2023,"June","Thursday",1899-12-30 09:45:00.000,"Fatal",2,"Pedestrian",2,5,"Rainy","National Highway","Wet","Daylight","Police Checkpost",93,50,"Female","Expired","No","Bridge",2926,"Rajasthan"
"New Delhi",2018,"September","Monday",1899-12-30 20:44:00.000,"Fatal",4,"Auto-Rickshaw",5,4,"Hazy","Urban Road","Wet","Dusk","Signals",115,25,"Male","Expired","Yes","Bridge",2945,"Delhi"
"Varanasi",2023,"February","Tuesday",1899-12-30 03:27:00.000,"Minor",4,"Bus",9,1,"Hazy","Urban Road","Wet","Dark","Signals",93,62,"Male","Expired","Yes","Curve",2959,"Uttar Pradesh"
"Chennai",2019,"March","Thursday",1899-12-30 13:32:00.000,"Fatal",3,"Truck",8,2,"Rainy","National Highway","Dry","Daylight","None",107,68,"Female","Expired","Yes","Intersection",2973,"Tamil Nadu"
"Durgapur",2019,"May","Thursday",1899-12-30 17:46:00.000,"Fatal",3,"Truck",5,4,"Rainy","National Highway","Dry","Dawn","Signs",36,69,"Female","Expired","No","Curve",2974,"West Bengal"
"Udaipur",2021,"February","Wednesday",1899-12-30 21:36:00.000,"Serious",3,"Truck",7,0,"Foggy","National Highway","Damaged","Daylight","None",50,57,"Female","Expired","Yes","Straight Road",2977,"Rajasthan"
"Nagpur",2022,"January","Tuesday",1899-12-30 02:02:00.000,"Minor",2,"Auto-Rickshaw",9,0,"Hazy","State Highway","Damaged","Dawn","Signs",32,62,"Female","Expired","Yes","Straight Road",2982,"Maharashtra"
"Chennai",2021,"January","Sunday",1899-12-30 01:15:00.000,"Minor",5,"Truck",4,3,"Foggy","National Highway","Wet","Dark","Signs",74,43,"Male","Expired","Yes","Intersection",2996,"Tamil Nadu"
"Varanasi",2022,"July","Friday",1899-12-30 18:51:00.000,"Fatal",1,"Two-Wheeler",9,4,"Clear","National Highway","Wet","Dawn","Signals",34,23,"Female","Expired","Yes","Bridge",23,"Uttar Pradesh"
"Vijayawada",2022,"January","Monday",1899-12-30 07:51:00.000,"Minor",1,"Pedestrian",0,0,"Clear","National Highway","Dry","Dawn","None",95,51,"Female","Expired","No","Bridge",62,"Andhra Pradesh"
